provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
340142,59,107.76,63.72,151.8,6024,0.39,0.06,0.72,1343,3.9
170109,Not Available,Not Available,Not Available,Not Available,643,0.33,0,0.76,175,3.83
110005,77,105.46,64.95,145.97,6783,0.34,0.03,0.65,1577,6.98
420038,25,114.23,63.84,164.62,2493,0.28,0,0.67,563,4.44
440032,11,Not Available,Not Available,Not Available,1285,0.31,0,0.72,56,3.97
220036,110,97.71,60.84,134.58,9074,0.43,0.16,0.7,2746,3.53
453310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
33016F,,,,,,,,,,
310083,18,Not Available,Not Available,Not Available,6298,0.2,0,0.49,531,5.92
240166,14,Not Available,Not Available,Not Available,1845,0.3,0,0.71,340,4.22
210061,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
111333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
60008,20,Not Available,Not Available,Not Available,1386,0.37,0,0.76,317,3.78
511310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50192,3,Not Available,Not Available,Not Available,608,0.33,0,0.76,21,Not Available
100150,27,107,58.2,155.8,2670,0.35,0,0.72,483,7.12
241367,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
371306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140291,94,99.5,60.85,138.15,9189,0.26,0,0.53,2490,4.33
390028,212,137.7,109.42,165.98,11057,0.51,0.26,0.76,3542,4.74
33013F,,,,,,,,,,
190027,124,116.27,79.3,153.24,6910,0.26,0,0.55,1918,3.91
140008,52,155.81,113.3,198.32,6620,0.21,0,0.5,1824,5.19
520027,67,94.32,52.26,136.38,6076,0.25,0,0.56,1506,6.2
360009,83,88.52,47.6,129.44,5364,0.49,0.18,0.8,1530,4.47
450876,61,114.13,69.62,158.64,4097,0.48,0.19,0.77,1607,3.53
150008,34,116.17,69.68,162.66,5405,0.32,0,0.65,1073,2.39
520096,129,128.54,91.97,165.11,10431,0.48,0.21,0.75,2250,4.89
370212,9,Not Available,Not Available,Not Available,340,0.34,0,0.77,335,3.33
330234,202,127.01,96.3,157.72,8555,0.26,0,0.53,4138,7.04
170023,40,114.34,67.81,160.87,1943,0.46,0.07,0.85,768,4.96
231316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50150,49,122.57,79.37,165.77,4888,0.52,0.19,0.85,902,2.05
110001,82,113.29,70.99,155.59,5839,0.36,0.05,0.67,1506,3.81
310048,113,116.92,80.88,152.96,13610,0.26,0.01,0.51,2710,10.63
171331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
331314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360192,59,125.62,80.11,171.13,5064,0.29,0,0.6,1150,2.75
360001,89,133.35,91.05,175.65,6832,0.23,0,0.54,1851,2.5
281360,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290001,292,159.8,132.56,187.04,17043,0.25,0.03,0.47,5978,5.05
241365,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
101309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390001,100,87.58,48.71,126.45,10379,0.36,0.09,0.63,3577,3.28
110007,184,180.87,147.69,214.05,10168,0.41,0.14,0.68,3840,6.41
370037,319,114.99,84.55,145.43,11194,0.2,0,0.45,4410,3.95
440029,97,96.61,53.61,139.61,6218,0.34,0.01,0.67,2366,8.16
330024,545,132.33,111.79,152.87,38607,0.47,0.31,0.63,16535,5.01
281301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420079,191,141.64,109.03,174.25,15989,0.32,0.08,0.56,4604,3.87
50139,68,84.17,45.01,123.33,7442,0.44,0.15,0.73,1652,2.97
450188,Not Available,Not Available,Not Available,Not Available,1959,0.3,0,0.71,23,Not Available
200020,22,Not Available,Not Available,Not Available,3868,0.38,0.03,0.73,907,3.81
110016,35,104.03,57.4,150.66,6272,0.18,0,0.49,1000,2.37
131324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141339,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
181322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
151303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50038,55,135.89,93.89,177.89,4539,0.5,0.17,0.83,806,6.2
39009F,,,,,,,,,,
220012,107,116.25,78.93,153.57,17073,0.17,0,0.41,4621,2.26
500139,37,142.05,93.21,190.89,2998,0.32,0,0.69,1417,2.39
100068,158,89.34,55.92,122.76,9537,0.52,0.27,0.77,3382,1.96
450801,207,150.5,118.12,182.88,13455,0.43,0.19,0.67,4301,9.48
360058,6,Not Available,Not Available,Not Available,1263,0.31,0,0.72,274,4.07
70022,424,105.24,83.56,126.92,29305,0.54,0.36,0.72,9449,5.14
360175,29,98.33,48.33,148.33,3733,0.33,0,0.7,669,7.2
490012,5,Not Available,Not Available,Not Available,2590,0.29,0,0.7,84,4.16
61302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
331304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
241352,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
29002F,,,,,,,,,,
171314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50145,171,106.14,73.37,138.91,8989,0.29,0.02,0.56,3424,3.9
50417,10,Not Available,Not Available,Not Available,1940,0.38,0,0.77,167,3.53
140184,76,94.68,53.58,135.78,4935,0.2,0,0.53,1395,2.98
400126,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370016,29,131.75,82.79,180.71,2966,0.37,0.02,0.72,895,1.91
180051,52,130.37,84.72,176.02,5517,0.43,0.1,0.76,1055,4.57
390093,16,Not Available,Not Available,Not Available,2688,0.41,0.04,0.78,526,4.28
390272,Not Available,Not Available,Not Available,Not Available,47,0.35,0,0.78,Not Available,Not Available
281358,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
03012F,,,,,,,,,,
36007F,,,,,,,,,,
51320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440012,201,99.59,67.98,131.2,13091,0.26,0,0.53,3443,4.11
320002,99,128.86,90.86,166.86,6331,0.44,0.13,0.75,1717,3.38
150024,73,110.08,67.57,152.59,6483,0.5,0.19,0.81,1196,4.64
140224,98,104.38,66.94,141.82,7861,0.45,0.16,0.74,1693,4.71
44016F,,,,,,,,,,
201303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390065,22,Not Available,Not Available,Not Available,3660,0.32,0,0.69,589,2.29
110177,123,168.51,130.35,206.67,6413,0.38,0.07,0.69,2591,7.38
360035,387,117.23,92.77,141.69,26425,0.55,0.37,0.73,9088,5.77
381306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440125,184,135.7,102.65,168.75,9393,0.3,0.03,0.57,3359,2.08
141300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390162,130,117.78,83.19,152.37,10530,0.32,0.07,0.57,2537,6.49
430048,8,Not Available,Not Available,Not Available,1103,0.32,0,0.75,358,2.9
280032,40,96.57,48.67,144.47,3625,0.31,0,0.66,1028,2.04
490141,6,Not Available,Not Available,Not Available,954,0.31,0,0.72,178,6.21
280119,,,,,,,,,,
320062,Not Available,Not Available,Not Available,Not Available,353,0.34,0,0.77,Not Available,Not Available
100035,130,96.62,59.65,133.59,10108,0.57,0.32,0.82,3250,3.92
370097,29,110.96,62.96,158.96,2612,0.27,0,0.66,653,9.74
501305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420072,Not Available,Not Available,Not Available,Not Available,879,0.32,0,0.75,77,4.19
40137,6,Not Available,Not Available,Not Available,2206,0.38,0,0.77,518,3.79
220030,11,Not Available,Not Available,Not Available,3365,0.3,0,0.65,195,5.8
450054,353,99.66,75.04,124.28,19980,0.29,0.09,0.49,7014,3.05
390132,9,Not Available,Not Available,Not Available,2755,0.51,0.14,0.88,189,4.82
260110,132,118.23,83.83,152.63,8461,0.34,0.07,0.61,2962,4.6
330046,249,120.87,91.72,150.02,20963,0.35,0.13,0.57,4724,7.05
230132,84,136.71,95.96,177.46,8498,0.33,0.06,0.6,1825,6.22
531308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
40132,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360010,45,110.13,61.52,158.74,4652,0.24,0,0.61,722,3.46
141302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150149,Not Available,Not Available,Not Available,Not Available,50,0.34,0,0.77,51,4.29
181317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390102,152,99.51,64.27,134.75,11628,0.19,0,0.46,3116,10.08
100022,291,155.2,128.49,181.91,19682,0.39,0.17,0.61,5447,6.79
171354,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100220,308,122.91,94.86,150.96,18144,0.23,0,0.47,6100,10.22
520194,3,Not Available,Not Available,Not Available,513,0.33,0,0.76,504,3.95
170196,15,Not Available,Not Available,Not Available,773,0.33,0,0.76,749,2.73
50277,8,Not Available,Not Available,Not Available,3623,0.34,0,0.71,228,3.04
501330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450709,36,135.64,88.95,182.33,3261,0.32,0,0.69,785,6.34
50597,26,96.95,49.07,144.83,2608,0.25,0,0.62,427,3.43
510047,26,120.05,71.07,169.03,4294,0.2,0,0.53,577,3.7
330233,51,148.89,108.44,189.34,7464,0.25,0,0.54,1084,10.83
140065,124,82.94,47.01,118.87,10112,0.26,0,0.53,2412,6.27
100126,97,112.52,76.01,149.03,4945,0.41,0.08,0.74,1359,3.03
330285,283,162.93,135.86,190,18010,0.3,0.1,0.5,6959,5.34
170058,4,Not Available,Not Available,Not Available,1589,0.31,0,0.72,225,3.56
100255,33,158.35,112.98,203.72,2721,0.32,0,0.69,554,4.59
190015,90,124.22,83.31,165.13,9350,0.26,0,0.55,1935,5.36
390025,Not Available,Not Available,Not Available,Not Available,99,0.34,0,0.77,Not Available,Not Available
420083,70,97.55,53.27,141.83,4836,0.21,0,0.56,1259,5.39
171322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190267,Not Available,Not Available,Not Available,Not Available,121,0.34,0,0.77,119,4.05
440011,103,114.36,74.89,153.83,8830,0.46,0.15,0.77,1869,2.61
201309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
61301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
130013,25,107.21,56.62,157.8,2463,0.26,0,0.63,640,4.23
120004,11,Not Available,Not Available,Not Available,1624,0.3,0,0.71,135,5.01
400105,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
511314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190036,315,113.27,89.53,137.01,20150,0.23,0.03,0.43,6156,2.2
370206,7,Not Available,Not Available,Not Available,715,0.44,0.01,0.87,711,3.13
210004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450200,63,102.81,55.95,149.67,5278,0.5,0.19,0.81,1853,7.68
260115,3,Not Available,Not Available,Not Available,1435,0.3,0,0.71,98,4.3
241300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320065,10,Not Available,Not Available,Not Available,1958,0.3,0,0.71,299,5.37
330108,14,Not Available,Not Available,Not Available,3657,0.38,0.03,0.73,348,3.83
14003F,,,,,,,,,,
171383,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110044,7,Not Available,Not Available,Not Available,1281,0.3,0,0.71,175,3.69
250038,Not Available,Not Available,Not Available,Not Available,889,0.33,0,0.76,6,Not Available
100177,41,95.45,49.43,141.47,4595,0.48,0.15,0.81,1035,4.96
390113,35,112.34,65.18,159.5,5861,0.28,0,0.61,1563,2.33
161365,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171378,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
161335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50103,108,100.11,65.67,134.55,8305,0.18,0,0.45,1868,2.8
370199,Not Available,Not Available,Not Available,Not Available,34,0.34,0,0.77,34,4.55
400122,,,,,,,,,,
141326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110192,64,125.69,83.49,167.89,6355,0.45,0.16,0.74,1290,2.58
370235,3,Not Available,Not Available,Not Available,653,0.33,0,0.76,407,2.9
390151,107,125.13,87.73,162.53,10940,0.57,0.3,0.84,3425,4.53
521350,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110111,9,Not Available,Not Available,Not Available,873,0.32,0,0.75,187,3.69
450243,Not Available,Not Available,Not Available,Not Available,297,0.34,0,0.77,6,Not Available
461302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440197,38,124.18,76.94,171.42,2493,0.43,0.06,0.8,598,7.37
160064,129,107.9,71.13,144.67,12286,0.34,0.09,0.59,3668,1.74
390123,46,105.53,59.8,151.26,6757,0.19,0,0.52,1195,6.13
180017,71,113.83,71.98,155.68,5430,0.22,0,0.57,1467,2.58
340032,204,91.46,58.49,124.43,19428,0.19,0,0.43,4105,2.95
160029,84,101.08,58.08,144.08,7027,0.39,0.12,0.66,2787,3.61
201306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370013,156,137.43,104.15,170.71,11269,0.42,0.15,0.69,3745,2.93
50360,125,116.56,83.14,149.98,7331,0.3,0.03,0.57,2067,5.9
131303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450399,Not Available,Not Available,Not Available,Not Available,773,0.33,0,0.76,Not Available,Not Available
450820,119,122.24,84.35,160.13,6965,0.36,0.07,0.65,2325,5.09
121304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110046,19,Not Available,Not Available,Not Available,2653,0.47,0.08,0.86,402,5.7
380038,15,Not Available,Not Available,Not Available,1373,0.3,0,0.71,324,5.98
490004,99,104.39,65.46,143.32,11683,0.26,0,0.53,2164,3.04
140012,18,Not Available,Not Available,Not Available,3670,0.25,0,0.62,781,3.89
191306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190116,5,Not Available,Not Available,Not Available,1369,0.3,0,0.71,157,3.85
230208,5,Not Available,Not Available,Not Available,1218,0.43,0.02,0.84,226,3.59
171369,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390058,34,118.5,72.79,164.21,4994,0.46,0.11,0.81,1005,3.92
640001,,,,,,,,,,
41310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340004,127,127.84,90.74,164.94,10607,0.24,0,0.51,2501,6.13
241311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330394,191,109.97,79.28,140.66,12316,0.16,0,0.41,3966,3.34
110125,28,109.03,59.68,158.38,4148,0.35,0.02,0.68,668,2.63
220071,755,98.7,82.14,115.26,31516,0.57,0.39,0.75,13873,4.52
450853,23,Not Available,Not Available,Not Available,933,0.32,0,0.75,871,6.25
450299,43,119.28,72.97,165.59,4059,0.5,0.17,0.83,1288,4.69
210029,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
40029,67,145.17,101.54,188.8,5991,0.18,0,0.49,1776,4.22
310014,225,159.26,129.53,188.99,10998,0.72,0.47,0.97,4326,9.24
390039,12,Not Available,Not Available,Not Available,1829,0.29,0,0.68,315,3.19
04010F,,,,,,,,,,
241372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
161376,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50423,3,Not Available,Not Available,Not Available,770,0.32,0,0.75,67,4.3
330013,280,146.89,121.33,172.45,15997,0.34,0.12,0.56,6859,3.89
460052,30,130.36,82.34,178.38,1357,0.27,0,0.66,704,3.95
451370,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450137,176,95.64,62.05,129.23,10737,0.25,0,0.5,3471,4.02
100134,,,,,,,,,,
281365,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141347,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
33011F,,,,,,,,,,
440018,10,Not Available,Not Available,Not Available,2691,0.27,0,0.66,294,4.42
230099,54,92.41,48.55,136.27,7665,0.35,0.04,0.66,1169,6.57
110109,5,Not Available,Not Available,Not Available,1400,0.31,0,0.72,44,5.82
50090,17,Not Available,Not Available,Not Available,1603,0.39,0,0.8,316,2.91
360020,400,121.49,98.66,144.32,22742,0.29,0.09,0.49,4692,9.79
360239,51,131.91,86.42,177.4,5651,0.34,0.01,0.67,1127,4.41
100032,149,132.15,97.5,166.8,9559,0.28,0.01,0.55,3252,4.2
50526,15,Not Available,Not Available,Not Available,2778,0.19,0,0.52,262,2.67
100239,43,122.46,75.62,169.3,2856,0.25,0,0.62,695,7.26
51307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360044,11,Not Available,Not Available,Not Available,2323,0.28,0,0.67,323,3.49
360026,50,94.3,48.4,140.2,3370,0.3,0,0.65,536,9.5
351327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150023,204,131.2,100.86,161.54,15374,0.43,0.19,0.67,4310,2.71
70027,83,120.26,78.92,161.6,5459,0.44,0.13,0.75,1236,5.06
160045,171,88.22,55.06,121.38,9335,0.34,0.07,0.61,3256,2.32
441310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390258,131,98.25,61.75,134.75,15183,0.34,0.1,0.58,3933,5.17
450890,108,83.78,44.99,122.57,4662,0.44,0.09,0.79,1374,7.25
330259,78,147.84,109.62,186.06,7444,0.32,0.03,0.61,1322,8.29
190145,Not Available,Not Available,Not Available,Not Available,1200,0.32,0,0.75,6,Not Available
140103,9,Not Available,Not Available,Not Available,3724,0.24,0,0.61,236,4.56
360179,218,74.61,44.17,105.05,18775,0.13,0,0.33,6121,3.74
50168,132,114.79,82.67,146.91,8844,0.25,0,0.5,2799,2.51
380029,7,Not Available,Not Available,Not Available,815,0.32,0,0.75,239,4.39
501331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
530010,6,Not Available,Not Available,Not Available,1243,0.31,0,0.72,231,5.7
60006,20,Not Available,Not Available,Not Available,2337,0.43,0.06,0.8,826,2.37
150051,160,115.03,80.89,149.17,9826,0.44,0.17,0.71,3297,2.34
670041,64,98.7,59.07,138.33,4221,0.44,0.09,0.79,981,4.68
180056,27,102,52.75,151.25,4334,0.38,0.03,0.73,537,4.17
140120,22,Not Available,Not Available,Not Available,3249,0.32,0,0.69,626,5.25
510002,20,Not Available,Not Available,Not Available,4283,0.27,0,0.6,519,3.64
450108,Not Available,Not Available,Not Available,Not Available,1136,0.32,0,0.75,69,4.09
161360,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420049,68,161.53,117.63,205.43,6582,0.29,0,0.6,1560,3.69
370078,47,156.02,110.69,201.35,4879,0.81,0.48,1.14,1427,4.8
440002,299,130.22,104.52,155.92,23739,0.35,0.15,0.55,7233,3.88
151334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200041,8,Not Available,Not Available,Not Available,1302,0.31,0,0.72,289,4.04
50057,196,140.41,107.74,173.08,13627,0.31,0.07,0.55,5093,4.6
150146,4,Not Available,Not Available,Not Available,1269,0.42,0.01,0.83,119,3.62
390006,387,112.71,88.48,136.94,15044,0.44,0.2,0.68,6045,6
500005,235,82.11,54.42,109.8,10823,0.45,0.21,0.69,5002,3.58
50152,54,151.5,107.54,195.46,3885,0.3,0,0.65,807,3.58
461304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
490048,133,131.53,95.7,167.36,12733,0.43,0.18,0.68,3900,5.05
90006,62,117.94,78.37,157.51,8813,0.44,0.15,0.73,1675,4.75
330340,24,Not Available,Not Available,Not Available,5190,0.39,0.04,0.74,835,3.43
490040,95,115.45,76.33,154.57,8506,0.18,0,0.45,2448,6.07
250099,54,100.64,55.99,145.29,5910,0.25,0,0.56,1125,4.1
110194,Not Available,Not Available,Not Available,Not Available,1151,0.32,0,0.75,83,4.39
161369,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
170017,7,Not Available,Not Available,Not Available,1353,0.32,0,0.73,234,4.62
450872,6,Not Available,Not Available,Not Available,1129,0.26,0,0.63,945,2.48
240004,190,107.2,74.62,139.78,8335,0.38,0.09,0.67,2100,4.84
111316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190025,28,103.18,55.47,150.89,1914,0.38,0,0.77,312,4.41
511311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
371309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330125,216,130.16,101.5,158.82,20794,0.24,0.04,0.44,6854,4.35
50732,49,109.76,65.17,154.35,1915,0.32,0,0.67,1976,2.71
140088,527,111.19,89.1,133.28,11643,0.55,0.3,0.8,4765,11.45
290012,45,85.65,43.75,127.55,4285,0.44,0.09,0.79,639,5.09
361314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
180143,65,101.7,58.09,145.31,5083,0.34,0.01,0.67,2160,3.7
10057F,,,,,,,,,,
340051,52,94.89,48.67,141.11,4972,0.22,0,0.57,899,3.98
190160,116,108.4,69.89,146.91,8698,0.2,0,0.49,1699,6.68
370170,Not Available,Not Available,Not Available,Not Available,92,0.34,0,0.77,5,Not Available
25042F,,,,,,,,,,
450144,Not Available,Not Available,Not Available,Not Available,515,0.33,0,0.76,36,4.41
240093,85,106.77,65.67,147.87,6924,0.18,0,0.49,2162,3.86
171367,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
511301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290042,,,,,,,,,,
420071,141,110.05,74.91,145.19,11595,0.7,0.45,0.95,3278,6.61
111318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360350,3,Not Available,Not Available,Not Available,211,0.34,0,0.77,206,4.52
501339,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330204,35,145.07,98.83,191.31,5835,0.27,0,0.56,1125,4.92
50724,79,107.98,65.6,150.36,4206,0.36,0.05,0.67,1173,3.9
410001,47,130.06,85.2,174.92,5725,0.31,0,0.62,863,4.49
260065,360,118.55,94.32,142.78,19686,0.28,0.06,0.5,7595,7.27
180088,947,98.26,81.68,114.84,35897,0.26,0.1,0.42,13684,5.18
521336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360002,15,Not Available,Not Available,Not Available,1893,0.3,0,0.71,608,2.06
161358,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280129,10,Not Available,Not Available,Not Available,1050,0.32,0,0.75,1030,6.07
330140,330,110,84.25,135.75,19979,0.59,0.39,0.79,7763,2.61
400005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
381312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320013,13,Not Available,Not Available,Not Available,1780,0.3,0,0.71,229,6.46
141329,,,,,,,,,,
450083,267,134.14,105.45,162.83,17559,0.2,0,0.42,5957,2.89
261307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50641,4,Not Available,Not Available,Not Available,1556,0.29,0,0.68,113,5
520139,103,86,47.8,124.2,8911,0.17,0,0.48,2247,5.22
380052,21,Not Available,Not Available,Not Available,2168,0.39,0,0.78,530,4.84
390157,5,Not Available,Not Available,Not Available,1808,0.28,0,0.67,346,4.11
440189,81,133.01,92.87,173.15,5759,0.26,0,0.59,1458,5.24
240050,17,Not Available,Not Available,Not Available,2290,0.29,0,0.68,437,5.4
450771,98,121.72,79.25,164.19,7261,0.36,0.05,0.67,2665,9.3
450236,18,Not Available,Not Available,Not Available,2278,0.26,0,0.65,454,6.34
05130F,,,,,,,,,,
330008,4,Not Available,Not Available,Not Available,1277,0.3,0,0.71,146,5.05
520048,37,117.37,68.98,165.76,2903,0.42,0.05,0.79,1026,3.1
260113,33,119.28,71.75,166.81,3706,0.33,0,0.7,490,3.61
