provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
431326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
430048,8,Not Available,Not Available,Not Available,1103,0.32,0,0.75,358,2.9
431337,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440162,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440174,Not Available,Not Available,Not Available,Not Available,1188,0.33,0,0.76,Not Available,Not Available
440007,Not Available,Not Available,Not Available,Not Available,1360,0.32,0,0.73,31,4.51
440081,13,Not Available,Not Available,Not Available,2025,0.28,0,0.67,402,4.74
440115,Not Available,Not Available,Not Available,Not Available,792,0.33,0,0.76,15,Not Available
44018F,,,,,,,,,,
440010,Not Available,Not Available,Not Available,Not Available,847,0.33,0,0.76,Not Available,Not Available
440034,194,97.05,66.65,127.45,9839,0.3,0.03,0.57,3427,2.3
440053,101,116.39,75.76,157.02,10348,0.25,0,0.54,2165,5.73
441300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440168,Not Available,Not Available,Not Available,Not Available,556,0.34,0,0.77,12,Not Available
440008,3,Not Available,Not Available,Not Available,1737,0.31,0,0.72,47,4.47
440091,257,86.29,57.63,114.95,24909,0.3,0.12,0.48,10564,2.63
440130,3,Not Available,Not Available,Not Available,2456,0.28,0,0.67,304,4.1
440056,3,Not Available,Not Available,Not Available,2469,0.29,0,0.7,156,4.83
440187,14,Not Available,Not Available,Not Available,3417,0.27,0,0.66,187,3.76
440039,566,125.81,104.62,147,19832,0.42,0.22,0.62,10202,2.69
440017,267,116.11,86.51,145.71,16499,0.31,0.09,0.53,5587,4.8
440218,Not Available,Not Available,Not Available,Not Available,835,0.33,0,0.76,835,3.16
440131,Not Available,Not Available,Not Available,Not Available,986,0.32,0,0.75,58,4.46
440001,5,Not Available,Not Available,Not Available,1393,0.42,0.01,0.83,179,3.77
440151,26,118.03,68.11,167.95,3046,0.42,0.05,0.79,301,5.33
440033,Not Available,Not Available,Not Available,Not Available,2089,0.4,0,0.81,24,Not Available
440047,Not Available,Not Available,Not Available,Not Available,587,0.33,0,0.76,11,Not Available
440185,69,117.03,73.95,160.11,8722,0.34,0.03,0.65,1230,3.98
440104,295,139.46,114.55,164.37,12525,0.48,0.24,0.72,4587,5.91
440182,Not Available,Not Available,Not Available,Not Available,1433,0.32,0,0.75,42,4.56
440030,58,143.2,97,189.4,5711,0.19,0,0.52,1053,4.77
440148,Not Available,Not Available,Not Available,Not Available,1203,0.31,0,0.72,77,4.25
440181,Not Available,Not Available,Not Available,Not Available,522,0.33,0,0.76,Not Available,Not Available
441316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440082,396,88.84,64.14,113.54,21602,0.23,0.03,0.43,9768,2.23
440016,Not Available,Not Available,Not Available,Not Available,1047,0.32,0,0.75,102,4.11
440065,66,91.34,47.28,135.4,2947,0.25,0,0.62,535,8.35
440193,75,107.05,65.16,148.94,4488,0.42,0.09,0.75,1025,3.54
440173,166,128.67,93.15,164.19,14158,0.3,0.05,0.55,4744,4.37
440083,3,Not Available,Not Available,Not Available,2632,0.3,0,0.71,58,7.14
441309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440161,248,89.79,58.43,121.15,12176,0.39,0.15,0.63,5827,5.12
440054,6,Not Available,Not Available,Not Available,1528,0.4,0,0.81,163,3.84
440192,11,Not Available,Not Available,Not Available,1355,0.31,0,0.72,196,3.87
440067,10,Not Available,Not Available,Not Available,2287,0.39,0,0.78,288,4.6
440049,491,170.69,147.8,193.58,39477,0.37,0.21,0.53,11632,4.78
440194,40,113.39,65.68,161.1,3120,0.4,0.03,0.77,655,9.2
440109,4,Not Available,Not Available,Not Available,1389,0.31,0,0.72,130,3.93
440015,312,126.67,98.52,154.82,16702,0.23,0.01,0.45,6502,7.42
441314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440050,12,Not Available,Not Available,Not Available,1428,0.4,0,0.81,132,6.19
440051,Not Available,Not Available,Not Available,Not Available,1834,0.31,0,0.72,64,4.43
440061,14,Not Available,Not Available,Not Available,2607,0.28,0,0.67,187,6.56
440153,Not Available,Not Available,Not Available,Not Available,1506,0.31,0,0.72,23,Not Available
440059,193,104.42,71.71,137.13,11504,0.24,0,0.49,3951,2.72
441304,,,,,,,,,,
440072,40,105.95,56.97,154.93,6108,0.3,0,0.65,554,5.11
441305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440175,5,Not Available,Not Available,Not Available,2872,0.28,0,0.67,129,6.56
441308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440180,7,Not Available,Not Available,Not Available,1505,0.31,0,0.72,100,4.06
440141,Not Available,Not Available,Not Available,Not Available,881,0.33,0,0.76,5,Not Available
440184,5,Not Available,Not Available,Not Available,1562,0.3,0,0.71,146,4.01
440186,3,Not Available,Not Available,Not Available,1247,0.32,0,0.75,32,4.43
440110,15,Not Available,Not Available,Not Available,1591,0.52,0.11,0.93,156,4.87
440020,Not Available,Not Available,Not Available,Not Available,1505,0.31,0,0.72,68,4.25
440070,Not Available,Not Available,Not Available,Not Available,1195,0.33,0,0.76,Not Available,Not Available
440147,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440228,32,139.48,90.24,188.72,4260,0.3,0,0.65,971,2.42
440200,4,Not Available,Not Available,Not Available,697,0.33,0,0.76,60,4.35
440137,6,Not Available,Not Available,Not Available,2815,0.28,0,0.67,323,3.16
441301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440048,508,118.44,95.94,140.94,30025,0.39,0.23,0.55,10454,5.11
441313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440152,32,129.91,79.97,179.85,1864,0.28,0,0.67,698,7.49
440133,195,93.97,59.81,128.13,12519,0.26,0.02,0.5,4684,4.36
440031,15,Not Available,Not Available,Not Available,1881,0.49,0.1,0.88,243,4.26
440057,10,Not Available,Not Available,Not Available,2043,0.3,0,0.71,188,4.58
440058,31,131.98,85.04,178.92,5096,0.23,0,0.58,706,2.99
440025,50,110.53,64.69,156.37,3499,0.43,0.06,0.8,589,2.83
440144,58,139.4,95.18,183.62,5767,0.2,0,0.53,1275,4.82
440176,64,114.19,68.52,159.86,4836,0.29,0,0.64,1252,4.19
440227,29,121.95,72.44,171.46,2224,0.27,0,0.66,541,3.93
440063,483,100.16,75.86,124.46,22522,0.44,0.24,0.64,7406,5.95
440003,38,125.35,77.74,172.96,4668,0.21,0,0.56,817,4.35
440084,15,Not Available,Not Available,Not Available,2202,0.28,0,0.67,243,4.73
441312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440111,7,Not Available,Not Available,Not Available,1042,0.3,0,0.71,163,3.82
440068,13,Not Available,Not Available,Not Available,2141,0.29,0,0.68,342,4.28
440009,41,103,58.08,147.92,7120,0.23,0,0.54,835,4.87
440159,11,Not Available,Not Available,Not Available,1570,0.28,0,0.67,182,3.78
440040,Not Available,Not Available,Not Available,Not Available,1239,0.32,0,0.75,Not Available,Not Available
440032,11,Not Available,Not Available,Not Available,1285,0.31,0,0.72,56,3.97
440029,97,96.61,53.61,139.61,6218,0.34,0.01,0.67,2366,8.16
440012,201,99.59,67.98,131.2,13091,0.26,0,0.53,3443,4.11
44016F,,,,,,,,,,
440125,184,135.7,102.65,168.75,9393,0.3,0.03,0.57,3359,2.08
440011,103,114.36,74.89,153.83,8830,0.46,0.15,0.77,1869,2.61
440197,38,124.18,76.94,171.42,2493,0.43,0.06,0.8,598,7.37
440018,10,Not Available,Not Available,Not Available,2691,0.27,0,0.66,294,4.42
441310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440002,299,130.22,104.52,155.92,23739,0.35,0.15,0.55,7233,3.88
440189,81,133.01,92.87,173.15,5759,0.26,0,0.59,1458,5.24
440073,140,119.97,84.96,154.98,11705,0.26,0,0.53,2927,2.11
440132,63,104.62,57.33,151.91,3865,0.25,0,0.62,1081,6.02
440035,106,114.46,73.2,155.72,8513,0.37,0.08,0.66,2060,4.13
440183,113,143.01,102.69,183.33,11910,0.22,0,0.47,3336,6.34
440006,128,96.12,61.04,131.2,7743,0.26,0,0.55,1902,4.67
44013F,,,,,,,,,,
440156,117,127.4,89.73,165.07,8807,0.54,0.27,0.81,3097,2.49
440150,76,96.72,55.05,138.39,6186,0.54,0.21,0.87,1467,5.51
441315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440046,35,113.38,64.48,162.28,3710,0.31,0,0.66,617,5.91
440102,3,Not Available,Not Available,Not Available,1478,0.43,0.02,0.84,118,3.82
440064,6,Not Available,Not Available,Not Available,1768,0.3,0,0.71,145,3.82
440060,Not Available,Not Available,Not Available,Not Available,347,0.33,0,0.76,58,4.34
440120,221,108.13,77.04,139.22,16070,0.31,0.09,0.53,5777,4.52
450358,625,111.95,91.66,132.24,29527,0.54,0.36,0.72,13113,4.87
450747,22,Not Available,Not Available,Not Available,3290,0.26,0,0.65,561,3.37
450864,20,Not Available,Not Available,Not Available,1520,0.31,0,0.72,1501,3.42
450073,Not Available,Not Available,Not Available,Not Available,857,0.33,0,0.76,8,Not Available
450271,50,113.95,65.79,162.11,2661,0.51,0.14,0.88,888,5.17
451367,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670019,19,Not Available,Not Available,Not Available,1359,0.3,0,0.71,550,3.77
450558,96,92.54,53.5,131.58,5670,0.58,0.31,0.85,2673,2
450883,Not Available,Not Available,Not Available,Not Available,101,0.34,0,0.77,74,4.34
670034,47,107.85,61.26,154.44,3621,0.22,0,0.57,1077,3.67
450656,54,145.24,100.24,190.24,3985,0.52,0.17,0.87,1332,4.64
450400,Not Available,Not Available,Not Available,Not Available,1775,0.31,0,0.72,38,4.47
450639,75,99.09,59.2,138.98,6998,0.35,0.04,0.66,1632,3.58
450847,50,110.62,66.66,154.58,4514,0.35,0.02,0.68,1017,2.99
450177,Not Available,Not Available,Not Available,Not Available,1616,0.31,0,0.72,110,3.67
670024,125,98.46,62.45,134.47,6134,0.18,0,0.49,1926,4.46
450869,169,136.13,102.71,169.55,10460,0.36,0.09,0.63,4188,3.64
451316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450508,81,127.84,86.88,168.8,4811,0.32,0,0.65,1240,7.44
670071,4,Not Available,Not Available,Not Available,136,0.33,0,0.76,75,4.29
450675,81,149.41,109.17,189.65,7531,0.3,0.01,0.59,1403,4.34
450684,48,82.85,38.53,127.17,5328,0.5,0.19,0.81,940,6.11
451374,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450845,11,Not Available,Not Available,Not Available,688,0.33,0,0.76,636,9.04
450005,7,Not Available,Not Available,Not Available,1529,0.37,0,0.76,166,4.45
670006,19,Not Available,Not Available,Not Available,974,0.42,0.01,0.83,695,3.88
450659,46,118.29,73.54,163.04,3820,0.21,0,0.54,974,4.48
450194,13,Not Available,Not Available,Not Available,1779,0.5,0.09,0.91,244,6.76
450214,11,Not Available,Not Available,Not Available,1697,0.26,0,0.63,263,4.92
451309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450162,5,Not Available,Not Available,Not Available,1315,0.3,0,0.71,674,3.22
450403,92,126.52,86.71,166.33,6568,0.43,0.12,0.74,1447,7.37
450620,Not Available,Not Available,Not Available,Not Available,542,0.34,0,0.77,15,Not Available
450668,122,114.44,79.55,149.33,8566,0.25,0,0.54,2556,9.73
451349,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450832,47,108.72,63.29,154.15,3453,0.35,0.02,0.68,771,5.12
451320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450518,40,109.34,62.61,156.07,4204,0.43,0.08,0.78,783,3.37
450465,10,Not Available,Not Available,Not Available,2245,0.27,0,0.66,305,5.33
450537,60,120.41,78.23,162.59,3332,0.48,0.15,0.81,1093,2.89
450237,251,110.28,81.74,138.82,17820,0.35,0.11,0.59,5444,4.03
450839,,,,,,,,,,
451323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450844,46,100.99,56.28,145.7,5101,0.19,0,0.52,910,4.76
450130,27,123.99,75.91,172.07,4335,0.42,0.05,0.79,992,3.71
450634,121,131.82,93.62,170.02,7924,0.35,0.06,0.64,2180,3.55
450147,56,147.6,102.74,192.46,6707,0.5,0.21,0.79,1919,2.15
450176,54,118.04,75.8,160.28,6517,0.45,0.12,0.78,1240,4.03
450894,3,Not Available,Not Available,Not Available,375,0.34,0,0.77,366,3.51
450184,489,93.93,72.82,115.04,34447,0.34,0.18,0.5,10139,4.47
450770,Not Available,Not Available,Not Available,Not Available,994,0.33,0,0.76,Not Available,Not Available
450152,42,93,47.57,138.43,5005,0.37,0.02,0.72,912,4.95
450015,105,101.66,64.48,138.84,6627,0.31,0,0.62,1719,9.58
450877,21,Not Available,Not Available,Not Available,1770,0.35,0,0.74,450,3.97
450040,309,107.9,81.6,134.2,20288,0.62,0.42,0.82,8447,3.72
450891,Not Available,Not Available,Not Available,Not Available,209,0.34,0,0.77,206,3.96
450862,73,103.01,60.95,145.07,3712,0.21,0,0.54,1297,5.61
670050,Not Available,Not Available,Not Available,Not Available,640,0.33,0,0.76,Not Available,Not Available
451330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451337,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450388,645,112.68,93.71,131.65,46634,0.35,0.21,0.49,14577,3.57
450841,11,Not Available,Not Available,Not Available,679,0.32,0,0.75,331,3.49
450831,Not Available,Not Available,Not Available,Not Available,80,0.34,0,0.77,72,4.45
450742,16,Not Available,Not Available,Not Available,3576,0.58,0.21,0.95,522,3.52
450788,151,112.4,76.38,148.42,11166,0.25,0,0.5,3785,4.7
670053,25,89.54,40.21,138.87,1818,0.55,0.16,0.94,527,8.69
451331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450348,Not Available,Not Available,Not Available,Not Available,707,0.34,0,0.77,Not Available,Not Available
450851,34,119.58,70.36,168.8,2209,0.35,0.02,0.68,1435,2.9
450192,9,Not Available,Not Available,Not Available,1794,0.31,0,0.72,123,5.3
450052,Not Available,Not Available,Not Available,Not Available,949,0.32,0,0.75,46,4.3
450654,Not Available,Not Available,Not Available,Not Available,1499,0.31,0,0.72,24,Not Available
450880,Not Available,Not Available,Not Available,Not Available,664,0.33,0,0.76,636,2.5
450372,26,116.7,67.07,166.33,2829,0.34,0,0.71,666,5.43
670023,22,Not Available,Not Available,Not Available,2809,0.24,0,0.61,592,3.87
450340,55,92.9,47.35,138.45,4908,0.27,0,0.6,1451,2.65
450865,Not Available,Not Available,Not Available,Not Available,277,0.34,0,0.77,58,4.24
450848,20,Not Available,Not Available,Not Available,1623,0.4,0,0.81,484,3.83
450856,4,Not Available,Not Available,Not Available,738,0.33,0,0.76,720,3.67
670052,Not Available,Not Available,Not Available,Not Available,877,0.33,0,0.76,101,4.19
451371,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450272,42,85.87,40.83,130.91,3930,0.47,0.12,0.82,747,7.03
451346,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450484,53,95.74,50.8,140.68,4582,0.36,0.01,0.71,1273,3.49
450669,39,122.12,75.59,168.65,4684,0.22,0,0.57,936,5.04
670029,Not Available,Not Available,Not Available,Not Available,213,0.34,0,0.77,169,3.94
451372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450809,115,140.95,102.4,179.5,8597,0.48,0.21,0.75,2881,2.87
450018,119,131.85,95.49,168.21,6034,0.32,0,0.65,1895,5.51
450092,43,109.85,66.26,153.44,3391,0.24,0,0.61,482,2.51
670076,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,19,Not Available
670073,4,Not Available,Not Available,Not Available,127,0.34,0,0.77,124,3.96
450688,36,101.35,55.45,147.25,4594,0.37,0.06,0.68,775,3.62
450051,169,132.73,99.7,165.76,11090,0.73,0.48,0.98,4295,4.43
450834,3,Not Available,Not Available,Not Available,359,0.34,0,0.77,311,4.44
450270,Not Available,Not Available,Not Available,Not Available,1195,0.33,0,0.76,9,Not Available
450324,86,128.38,86.63,170.13,7012,0.38,0.09,0.67,2199,5.49
450804,21,Not Available,Not Available,Not Available,2093,0.3,0,0.71,2037,3.03
670079,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450211,116,113.69,75.72,151.66,7365,0.22,0,0.53,1744,5.06
670012,18,Not Available,Not Available,Not Available,1495,0.31,0,0.72,1438,2.11
670064,Not Available,Not Available,Not Available,Not Available,43,0.35,0,0.78,Not Available,Not Available
450231,407,81.84,58.99,104.69,14709,0.41,0.19,0.63,5556,3.76
450591,4,Not Available,Not Available,Not Available,1310,0.3,0,0.71,331,3.22
450489,Not Available,Not Available,Not Available,Not Available,460,0.33,0,0.76,24,Not Available
450306,Not Available,Not Available,Not Available,Not Available,340,0.34,0,0.77,Not Available,Not Available
451301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450424,112,105.57,68.23,142.91,8525,0.35,0.06,0.64,2000,1.84
450451,3,Not Available,Not Available,Not Available,908,0.33,0,0.76,106,4.09
450797,Not Available,Not Available,Not Available,Not Available,9,Not Available,Not Available,Not Available,10,Not Available
450293,Not Available,Not Available,Not Available,Not Available,390,0.34,0,0.77,Not Available,Not Available
450178,Not Available,Not Available,Not Available,Not Available,889,0.33,0,0.76,25,4.62
451302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670018,Not Available,Not Available,Not Available,Not Available,207,0.34,0,0.77,5,Not Available
450825,3,Not Available,Not Available,Not Available,549,0.33,0,0.76,456,3.06
450672,210,99.86,68.07,131.65,11790,0.43,0.18,0.68,5088,4.31
450346,119,132.23,93.74,170.72,10766,0.18,0,0.45,2478,2.47
450875,Not Available,Not Available,Not Available,Not Available,1033,0.32,0,0.75,1022,2.64
450203,42,111.09,66.91,155.27,3852,0.24,0,0.61,745,2.76
450422,Not Available,Not Available,Not Available,Not Available,196,0.34,0,0.77,193,3.78
450373,Not Available,Not Available,Not Available,Not Available,738,0.33,0,0.76,Not Available,Not Available
450683,8,Not Available,Not Available,Not Available,1393,0.31,0,0.72,87,4.14
450813,Not Available,Not Available,Not Available,Not Available,373,0.34,0,0.77,Not Available,Not Available
450723,64,97.26,54.49,140.03,9712,0.32,0.05,0.59,1972,4.66
45060F,,,,,,,,,,
450860,Not Available,Not Available,Not Available,Not Available,206,0.34,0,0.77,201,3.69
450460,Not Available,Not Available,Not Available,Not Available,976,0.33,0,0.76,Not Available,Not Available
450796,Not Available,Not Available,Not Available,Not Available,88,0.34,0,0.77,86,4.24
670077,Not Available,Not Available,Not Available,Not Available,197,0.33,0,0.76,66,4.4
450055,3,Not Available,Not Available,Not Available,1257,0.43,0.02,0.84,48,5.82
451361,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450419,9,Not Available,Not Available,Not Available,1500,0.29,0,0.7,153,2.83
451378,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670055,48,101.51,55.29,147.73,4478,0.51,0.16,0.86,1496,5.47
450498,Not Available,Not Available,Not Available,Not Available,800,0.33,0,0.76,Not Available,Not Available
670005,Not Available,Not Available,Not Available,Not Available,108,0.34,0,0.77,108,3.99
450754,Not Available,Not Available,Not Available,Not Available,2031,0.31,0,0.72,22,Not Available
450446,Not Available,Not Available,Not Available,Not Available,981,0.34,0,0.77,Not Available,Not Available
451355,,,,,,,,,,
451379,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450253,Not Available,Not Available,Not Available,Not Available,684,0.33,0,0.76,32,4.15
450097,84,114.17,76.4,151.94,8356,0.24,0,0.51,1657,5.33
450011,155,113.43,79.07,147.79,13344,0.25,0.01,0.49,4216,3.54
670031,36,124.71,76.04,173.38,2593,0.43,0.06,0.8,733,8.45
451342,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450462,250,105.82,75.68,135.96,18180,0.52,0.3,0.74,7965,5.46
450035,88,115.65,74.74,156.56,5393,0.46,0.13,0.79,1744,3.92
451344,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
45063F,,,,,,,,,,
450565,12,Not Available,Not Available,Not Available,1707,0.4,0,0.81,453,3.77
450584,3,Not Available,Not Available,Not Available,672,0.33,0,0.76,73,4.19
450571,121,95.28,58.2,132.36,9231,0.33,0.06,0.6,3359,2.87
670002,10,Not Available,Not Available,Not Available,1610,0.39,0,0.8,256,5.56
670066,Not Available,Not Available,Not Available,Not Available,107,0.34,0,0.77,47,4.51
451315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450196,81,110.62,66.48,154.76,7636,0.4,0.09,0.71,2398,3.96
450133,158,92.92,59.52,126.32,7094,0.38,0.09,0.67,2494,5.44
450658,Not Available,Not Available,Not Available,Not Available,873,0.33,0,0.76,10,Not Available
450280,99,115.12,78.31,151.93,7545,0.69,0.4,0.98,1832,3.37
450090,12,Not Available,Not Available,Not Available,1483,0.3,0,0.71,231,5.88
670004,Not Available,Not Available,Not Available,Not Available,1972,0.3,0,0.71,357,4.71
451373,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670058,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450229,130,121.81,86.84,156.78,11726,0.44,0.2,0.68,4542,3.42
450068,319,126.48,101.9,151.06,12877,0.77,0.52,1.02,5193,6.8
45086F,,,,,,,,,,
670069,Not Available,Not Available,Not Available,Not Available,89,0.34,0,0.77,79,5.62
450653,8,Not Available,Not Available,Not Available,2467,0.63,0.24,1.02,276,2.07
450743,83,133.63,92.51,174.75,5807,0.23,0,0.54,1677,2.62
670075,Not Available,Not Available,Not Available,Not Available,258,0.33,0,0.76,40,4.48
450222,168,113.52,80.34,146.7,11360,0.31,0.07,0.55,2975,5.61
450718,70,131.33,87.23,175.43,4402,0.2,0,0.53,1298,4.23
670059,6,Not Available,Not Available,Not Available,529,0.44,0.01,0.87,463,3.73
450102,320,102.13,75.49,128.77,20485,0.21,0.01,0.41,7541,3.32
450867,40,126.08,79.51,172.65,2921,0.27,0,0.66,585,4.41
450795,5,Not Available,Not Available,Not Available,860,0.31,0,0.72,208,3.96
450085,3,Not Available,Not Available,Not Available,1049,0.32,0,0.75,62,4.39
450007,59,136.9,90.82,182.98,5164,0.29,0,0.64,1385,2.67
450107,144,155.47,121.11,189.83,13287,0.39,0.15,0.63,3955,4.86
451322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450749,Not Available,Not Available,Not Available,Not Available,690,0.33,0,0.76,3,Not Available
450296,7,Not Available,Not Available,Not Available,1962,0.3,0,0.71,130,3.93
670056,39,129.1,83.18,175.02,2178,0.26,0,0.65,431,4.11
450651,129,144.65,108.86,180.44,8250,0.25,0,0.54,2355,5.69
450241,Not Available,Not Available,Not Available,Not Available,381,0.34,0,0.77,Not Available,Not Available
670063,Not Available,Not Available,Not Available,Not Available,131,0.34,0,0.77,78,4.36
450840,15,Not Available,Not Available,Not Available,1639,0.3,0,0.71,348,5.08
450713,146,134.33,100.32,168.34,10643,0.27,0.02,0.52,2967,5.32
451310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450711,99,111.15,73.77,148.53,9170,0.27,0,0.56,2226,5.42
450855,54,98.38,55.61,141.15,3783,0.27,0,0.6,1467,3.56
450808,Not Available,Not Available,Not Available,Not Available,344,0.34,0,0.77,332,3.61
450163,10,Not Available,Not Available,Not Available,2677,0.27,0,0.66,241,3.53
450330,33,124.12,75.34,172.9,3465,0.32,0,0.69,602,6.16
450154,13,Not Available,Not Available,Not Available,2330,0.26,0,0.63,445,3.44
450032,28,112.22,63.71,160.73,2655,0.33,0,0.7,384,3.77
450148,16,Not Available,Not Available,Not Available,2659,0.28,0,0.67,581,6.06
450638,125,83.03,48.06,118,9436,0.48,0.21,0.75,2480,5.87
450079,73,118.38,77.02,159.74,6227,0.35,0.04,0.66,1574,4.54
450827,17,Not Available,Not Available,Not Available,1712,0.3,0,0.71,873,3.38
450010,190,105.16,74.04,136.28,12706,0.33,0.09,0.57,3692,2.45
450379,19,Not Available,Not Available,Not Available,1506,0.27,0,0.66,454,3.72
450028,60,104.32,63.53,145.11,4870,0.39,0.06,0.72,950,3.1
450347,28,83.35,35.76,130.94,2908,0.27,0,0.66,525,3.26
450871,7,Not Available,Not Available,Not Available,594,0.33,0,0.76,592,2.59
450698,Not Available,Not Available,Not Available,Not Available,565,0.34,0,0.77,Not Available,Not Available
450677,83,91.82,51.11,132.53,6361,0.55,0.24,0.86,1415,4.64
450661,23,Not Available,Not Available,Not Available,2193,0.55,0.16,0.94,869,2.79
450774,Not Available,Not Available,Not Available,Not Available,329,0.34,0,0.77,317,4.57
450135,377,136.49,113.05,159.93,25108,0.19,0.01,0.37,8364,5.92
453300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450046,377,111.8,87.4,136.2,21296,0.25,0.03,0.47,6551,4
450023,82,104.04,63.8,144.28,8559,0.27,0,0.56,2627,4.06
670008,5,Not Available,Not Available,Not Available,466,0.33,0,0.76,438,4.22
450497,Not Available,Not Available,Not Available,Not Available,1049,0.32,0,0.75,28,4.54
450730,27,106.61,56.18,157.04,2987,0.25,0,0.62,606,8.02
450235,Not Available,Not Available,Not Available,Not Available,932,0.33,0,0.76,79,4.37
450124,97,121.61,82.88,160.34,4513,0.61,0.26,0.96,1374,6.84
451303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450694,Not Available,Not Available,Not Available,Not Available,864,0.32,0,0.75,27,4.54
