provider_id,doc_comm_bad,doc_com_ok,doc_com_good,help_timingbad,help_timing_ok,help_timing_good,pain_ctrl_bad,pain_ctrl_ok,pain_ctrl_good,quiet_no,quiet_usu,quiet_always,recovery_info_yes,recovery_info_no,rating_low,rating_mid,rating_high,recommend_no,recommend_ok,recommend_y,num_surveys,survey_response_rate
260104,0.04,0.15,0.81,0.09,0.25,0.66,0.06,0.20,0.74,0.11,0.27,0.62,0.87,0.13,0.06,0.18,0.76,0.04,0.21,0.75,300 or more,0.35
260105,0.02,0.15,0.83,0.13,0.27,0.60,0.07,0.21,0.72,0.12,0.30,0.58,0.88,0.12,0.09,0.23,0.68,0.04,0.24,0.72,300 or more,0.36
260108,0.03,0.16,0.81,0.11,0.33,0.56,0.07,0.23,0.70,0.19,0.33,0.48,0.85,0.15,0.10,0.23,0.67,0.04,0.23,0.73,300 or more,0.41
260110,0.02,0.13,0.85,0.07,0.23,0.70,0.04,0.22,0.74,0.07,0.29,0.64,0.87,0.13,0.06,0.14,0.80,0.02,0.16,0.82,300 or more,0.43
260113,0.04,0.09,0.87,0.05,0.16,0.79,0.04,0.16,0.80,0.09,0.22,0.69,0.82,0.18,0.07,0.21,0.72,0.03,0.27,0.70,300 or more,0.33
260115,0.04,0.11,0.85,0.03,0.20,0.77,0.03,0.20,0.77,0.06,0.22,0.72,0.85,0.15,0.04,0.17,0.79,0.03,0.18,0.79,300 or more,0.34
260116,0.05,0.13,0.82,0.15,0.25,0.60,0.08,0.23,0.69,0.14,0.29,0.57,0.83,0.17,0.10,0.25,0.65,0.08,0.27,0.65,300 or more,0.33
260119,0.08,0.19,0.73,0.18,0.31,0.51,0.15,0.30,0.55,0.24,0.35,0.41,0.71,0.29,0.26,0.36,0.38,0.18,0.44,0.38,300 or more,0.26
260137,0.04,0.16,0.80,0.12,0.30,0.58,0.08,0.27,0.65,0.12,0.35,0.53,0.85,0.15,0.09,0.27,0.64,0.05,0.26,0.69,300 or more,0.37
260138,0.04,0.15,0.81,0.06,0.26,0.68,0.07,0.22,0.71,0.10,0.30,0.60,0.88,0.12,0.06,0.17,0.77,0.03,0.15,0.82,300 or more,0.36
260141,0.07,0.17,0.76,0.09,0.26,0.65,0.08,0.26,0.66,0.10,0.34,0.56,0.86,0.14,0.08,0.23,0.69,0.05,0.21,0.74,300 or more,0.29
260142,0.04,0.15,0.81,0.06,0.26,0.68,0.07,0.22,0.71,0.09,0.29,0.62,0.86,0.14,0.08,0.26,0.66,0.06,0.31,0.63,300 or more,0.34
260147,0.06,0.16,0.78,0.11,0.16,0.73,0.09,0.25,0.66,0.15,0.24,0.61,0.84,0.16,0.20,0.24,0.56,0.15,0.30,0.55,Between 100 and 299,0.40
260160,0.05,0.11,0.84,0.06,0.27,0.67,0.10,0.20,0.70,0.14,0.25,0.61,0.76,0.24,0.10,0.27,0.63,0.09,0.33,0.58,Between 100 and 299,0.25
260162,0.04,0.14,0.82,0.10,0.27,0.63,0.06,0.21,0.73,0.11,0.31,0.58,0.86,0.14,0.08,0.19,0.73,0.06,0.16,0.78,300 or more,0.43
260163,0.04,0.12,0.84,0.09,0.23,0.68,0.06,0.21,0.73,0.12,0.30,0.58,0.85,0.15,0.08,0.22,0.70,0.03,0.24,0.73,300 or more,0.39
260175,0.03,0.15,0.82,0.07,0.27,0.66,0.06,0.24,0.70,0.10,0.34,0.56,0.87,0.13,0.07,0.23,0.70,0.06,0.31,0.63,300 or more,0.35
260176,0.04,0.13,0.83,0.13,0.26,0.61,0.09,0.24,0.67,0.14,0.32,0.54,0.88,0.12,0.11,0.19,0.70,0.08,0.20,0.72,300 or more,0.46
260177,0.04,0.17,0.79,0.08,0.25,0.67,0.05,0.25,0.70,0.08,0.31,0.61,0.90,0.10,0.06,0.20,0.74,0.03,0.20,0.77,300 or more,0.34
260179,0.03,0.14,0.83,0.09,0.26,0.65,0.05,0.21,0.74,0.10,0.32,0.58,0.83,0.17,0.04,0.13,0.83,0.02,0.11,0.87,300 or more,0.41
260180,0.07,0.15,0.78,0.15,0.22,0.63,0.09,0.19,0.72,0.11,0.23,0.66,0.86,0.14,0.10,0.25,0.65,0.08,0.30,0.62,300 or more,0.31
260183,0.04,0.12,0.84,0.08,0.24,0.68,0.05,0.21,0.74,0.09,0.27,0.64,0.85,0.15,0.05,0.15,0.80,0.02,0.15,0.83,300 or more,0.40
260186,0.05,0.16,0.79,0.06,0.19,0.75,0.07,0.23,0.70,0.13,0.32,0.55,0.85,0.15,0.07,0.23,0.70,0.04,0.27,0.69,300 or more,0.33
260190,0.05,0.16,0.79,0.07,0.25,0.68,0.06,0.22,0.72,0.05,0.23,0.72,0.89,0.11,0.07,0.19,0.74,0.05,0.22,0.73,300 or more,0.38
260191,0.03,0.17,0.80,0.10,0.31,0.59,0.04,0.23,0.73,0.06,0.31,0.63,0.86,0.14,0.07,0.18,0.75,0.05,0.16,0.79,300 or more,0.40
260193,0.05,0.18,0.77,0.09,0.30,0.61,0.08,0.23,0.69,0.12,0.33,0.55,0.88,0.12,0.07,0.22,0.71,0.04,0.24,0.72,300 or more,0.34
260195,0.03,0.16,0.81,0.06,0.25,0.69,0.06,0.21,0.73,0.10,0.32,0.58,0.90,0.10,0.07,0.19,0.74,0.04,0.27,0.69,300 or more,0.41
260200,0.03,0.14,0.83,0.06,0.27,0.67,0.04,0.25,0.71,0.10,0.34,0.56,0.89,0.11,0.04,0.23,0.73,0.03,0.20,0.77,300 or more,0.34
260207,0.06,0.14,0.80,0.09,0.24,0.67,0.09,0.23,0.68,0.09,0.25,0.66,0.82,0.18,0.06,0.16,0.78,0.04,0.19,0.77,Between 100 and 299,0.31
260209,0.05,0.09,0.86,0.11,0.11,0.78,0.12,0.24,0.64,0.09,0.37,0.54,0.74,0.26,0.12,0.32,0.56,0.13,0.42,0.45,Fewer than 100,0.23
260210,0.05,0.15,0.80,0.23,0.22,0.55,0.13,0.17,0.70,0.14,0.24,0.62,0.78,0.22,0.12,0.27,0.61,0.07,0.35,0.58,300 or more,0.28
260211,0.02,0.16,0.82,0.08,0.35,0.57,0.04,0.20,0.76,0.17,0.16,0.67,0.95,0.05,0.05,0.21,0.74,0.05,0.14,0.81,Fewer than 100,0.39
260214,0.03,0.16,0.81,0.09,0.27,0.64,0.06,0.24,0.70,0.10,0.31,0.59,0.89,0.11,0.06,0.28,0.66,0.04,0.33,0.63,300 or more,0.33
260216,0.03,0.15,0.82,0.06,0.27,0.67,0.05,0.23,0.72,0.03,0.29,0.68,0.90,0.10,0.05,0.13,0.82,0.04,0.10,0.86,300 or more,0.35
260219,0.04,0.12,0.84,0.12,0.25,0.63,0.06,0.23,0.71,0.09,0.26,0.65,0.88,0.12,0.10,0.14,0.76,0.05,0.16,0.79,300 or more,0.35
261303,0.04,0.14,0.82,0.05,0.21,0.74,0.07,0.24,0.69,0.06,0.27,0.67,0.78,0.22,0.06,0.19,0.75,0.03,0.24,0.73,Between 100 and 299,0.40
261304,,,,,,,,,,,,,,,,,,,,,Not Available,
261305,,,,,,,,,,,,,,,,,,,,,Not Available,
261306,,,,,,,,,,,,,,,,,,,,,Not Available,
261307,,,,,,,,,,,,,,,,,,,,,Not Available,
261308,,,,,,,,,,,,,,,,,,,,,Not Available,
261309,0.02,0.12,0.86,0.05,0.29,0.66,0.04,0.23,0.73,0.04,0.31,0.65,0.83,0.17,0.05,0.21,0.74,0.04,0.28,0.68,Between 100 and 299,0.28
261310,,,,,,,,,,,,,,,,,,,,,Not Available,
261311,,,,,,,,,,,,,,,,,,,,,Not Available,
261312,0.03,0.15,0.82,0.15,0.18,0.67,0.05,0.36,0.59,0.11,0.30,0.59,0.75,0.25,0.12,0.18,0.70,0.05,0.39,0.56,Fewer than 100,0.32
261314,,,,,,,,,,,,,,,,,,,,,Not Available,
261316,,,,,,,,,,,,,,,,,,,,,Not Available,
261317,,,,,,,,,,,,,,,,,,,,,Not Available,
261318,,,,,,,,,,,,,,,,,,,,,Not Available,
261319,0.03,0.15,0.82,0.05,0.23,0.72,0.08,0.23,0.69,0.11,0.32,0.57,0.84,0.16,0.10,0.29,0.61,0.06,0.35,0.59,Between 100 and 299,0.29
261320,0.03,0.10,0.87,0.02,0.23,0.75,0.04,0.23,0.73,0.09,0.33,0.58,0.85,0.15,0.07,0.20,0.73,0.03,0.31,0.66,Between 100 and 299,0.30
261321,0.03,0.13,0.84,0.03,0.28,0.69,0.03,0.22,0.75,0.04,0.29,0.67,0.87,0.13,0.10,0.24,0.66,0.06,0.28,0.66,Between 100 and 299,0.30
261324,,,,,,,,,,,,,,,,,,,,,Not Available,
261325,0.02,0.11,0.87,0.05,0.27,0.68,0.03,0.20,0.77,0.04,0.27,0.69,0.85,0.15,0.03,0.21,0.76,0.02,0.25,0.73,300 or more,0.42
261326,0.03,0.12,0.85,0.06,0.21,0.73,0.05,0.23,0.72,0.11,0.31,0.58,0.91,0.09,0.06,0.16,0.78,0.03,0.17,0.80,300 or more,0.43
261327,,,,,,,,,,,,,,,,,,,,,Not Available,
261328,,,,,,,,,,,,,,,,,,,,,Not Available,
261329,0.02,0.11,0.87,0.05,0.21,0.74,0.06,0.22,0.72,0.06,0.25,0.69,0.90,0.10,0.06,0.19,0.75,0.05,0.22,0.73,Between 100 and 299,0.29
261330,0.02,0.11,0.87,0.07,0.28,0.65,0.07,0.28,0.65,0.08,0.36,0.56,0.90,0.10,0.10,0.19,0.71,0.03,0.30,0.67,Between 100 and 299,0.33
261331,0.02,0.12,0.86,0.05,0.19,0.76,0.05,0.20,0.75,0.10,0.29,0.61,0.82,0.18,0.06,0.21,0.73,0.02,0.27,0.71,300 or more,0.37
261332,,,,,,,,,,,,,,,,,,,,,Not Available,
261333,,,,,,,,,,,,,,,,,,,,,Not Available,
261335,,,,,,,,,,,,,,,,,,,,,Not Available,
263302,,,,,,,,,,,,,,,,,,,,,Not Available,
270003,0.05,0.17,0.78,0.07,0.26,0.67,0.06,0.28,0.66,0.09,0.31,0.60,0.81,0.19,0.11,0.28,0.61,0.06,0.38,0.56,300 or more,0.36
270004,0.05,0.16,0.79,0.07,0.24,0.69,0.06,0.25,0.69,0.10,0.35,0.55,0.84,0.16,0.06,0.20,0.74,0.03,0.17,0.80,300 or more,0.39
270012,0.06,0.20,0.74,0.10,0.28,0.62,0.07,0.29,0.64,0.16,0.31,0.53,0.79,0.21,0.10,0.26,0.64,0.03,0.31,0.66,300 or more,0.36
270014,0.04,0.15,0.81,0.07,0.28,0.65,0.06,0.20,0.74,0.10,0.37,0.53,0.86,0.14,0.05,0.19,0.76,0.02,0.15,0.83,300 or more,0.43
270017,0.02,0.17,0.81,0.08,0.30,0.62,0.05,0.27,0.68,0.11,0.34,0.55,0.87,0.13,0.09,0.31,0.60,0.06,0.35,0.59,300 or more,0.31
270023,0.04,0.16,0.80,0.10,0.25,0.65,0.06,0.22,0.72,0.09,0.34,0.57,0.86,0.14,0.07,0.22,0.71,0.03,0.19,0.78,300 or more,0.36
270032,0.05,0.14,0.81,0.10,0.28,0.62,0.08,0.29,0.63,0.09,0.34,0.57,0.79,0.21,0.17,0.32,0.51,0.06,0.48,0.46,Between 100 and 299,0.25
270049,0.04,0.16,0.80,0.07,0.27,0.66,0.08,0.24,0.68,0.12,0.33,0.55,0.86,0.14,0.05,0.22,0.73,0.02,0.22,0.76,300 or more,0.35
270051,0.04,0.17,0.79,0.07,0.25,0.68,0.07,0.26,0.67,0.08,0.40,0.52,0.83,0.17,0.06,0.20,0.74,0.02,0.20,0.78,300 or more,0.38
270057,0.03,0.15,0.82,0.05,0.25,0.70,0.05,0.27,0.68,0.08,0.31,0.61,0.85,0.15,0.04,0.22,0.74,0.03,0.20,0.77,300 or more,0.40
270074,0.08,0.19,0.73,0.28,0.26,0.46,0.13,0.30,0.57,0.14,0.25,0.61,0.67,0.33,0.31,0.19,0.50,0.21,0.40,0.39,Fewer than 100,0.14
270086,0.03,0.10,0.87,0.02,0.14,0.84,0.03,0.17,0.80,0.05,0.16,0.79,0.90,0.10,0.03,0.12,0.85,0.02,0.16,0.82,Between 100 and 299,0.44
270087,0.04,0.07,0.89,0.07,0.18,0.75,0.06,0.23,0.71,0.05,0.24,0.71,0.89,0.11,0.05,0.18,0.77,0.04,0.16,0.80,Between 100 and 299,0.48
271300,0.29,0.32,0.39,0.43,0.48,0.09,0.19,0.48,0.33,0.00,1.00,0.00,1.00,0.00,0.00,0.87,0.13,0.00,0.90,0.10,Fewer than 100,0.05
271302,,,,,,,,,,,,,,,,,,,,,Not Available,
271303,,,,,,,,,,,,,,,,,,,,,Not Available,
271304,,,,,,,,,,,,,,,,,,,,,Not Available,
271305,,,,,,,,,,,,,,,,,,,,,Not Available,
271306,,,,,,,,,,,,,,,,,,,,,Not Available,
271307,,,,,,,,,,,,,,,,,,,,,Not Available,
271308,,,,,,,,,,,,,,,,,,,,,Not Available,
271309,,,,,,,,,,,,,,,,,,,,,Not Available,
271310,,,,,,,,,,,,,,,,,,,,,Not Available,
271311,,,,,,,,,,,,,,,,,,,,,Not Available,
271312,,,,,,,,,,,,,,,,,,,,,Not Available,
271313,,,,,,,,,,,,,,,,,,,,,Not Available,
271316,,,,,,,,,,,,,,,,,,,,,Not Available,
271317,,,,,,,,,,,,,,,,,,,,,Not Available,
271318,0.02,0.08,0.90,0.06,0.23,0.71,0.02,0.22,0.76,0.08,0.35,0.57,0.87,0.13,0.05,0.23,0.72,0.02,0.26,0.72,Between 100 and 299,0.36
271319,,,,,,,,,,,,,,,,,,,,,Not Available,
271320,0.03,0.14,0.83,0.04,0.20,0.76,0.07,0.30,0.63,0.09,0.36,0.55,0.76,0.24,0.05,0.27,0.68,0.03,0.30,0.67,Between 100 and 299,0.28
271322,,,,,,,,,,,,,,,,,,,,,Not Available,
271323,0.02,0.15,0.83,0.05,0.23,0.72,0.02,0.24,0.74,0.07,0.36,0.57,0.86,0.14,0.09,0.21,0.70,0.04,0.27,0.69,Between 100 and 299,0.35
271324,,,,,,,,,,,,,,,,,,,,,Not Available,
271325,,,,,,,,,,,,,,,,,,,,,Not Available,
271326,,,,,,,,,,,,,,,,,,,,,Not Available,
271327,,,,,,,,,,,,,,,,,,,,,Not Available,
271328,,,,,,,,,,,,,,,,,,,,,Not Available,
271330,,,,,,,,,,,,,,,,,,,,,Not Available,
271332,0.08,0.16,0.76,0.08,0.26,0.66,0.08,0.20,0.72,0.09,0.31,0.60,0.72,0.28,0.15,0.29,0.56,0.09,0.42,0.49,Between 100 and 299,0.27
271334,,,,,,,,,,,,,,,,,,,,,Not Available,
271335,0.03,0.12,0.85,0.05,0.23,0.72,0.05,0.27,0.68,0.11,0.37,0.52,0.83,0.17,0.09,0.22,0.69,0.03,0.24,0.73,Between 100 and 299,0.44
271336,0.04,0.14,0.82,0.06,0.18,0.76,0.04,0.19,0.77,0.06,0.25,0.69,0.87,0.13,0.06,0.11,0.83,0.03,0.15,0.82,300 or more,0.34
271337,,,,,,,,,,,,,,,,,,,,,Not Available,
271338,,,,,,,,,,,,,,,,,,,,,Not Available,
271339,,,,,,,,,,,,,,,,,,,,,Not Available,
271340,0.03,0.17,0.80,0.10,0.23,0.67,0.06,0.26,0.68,0.10,0.37,0.53,0.81,0.19,0.12,0.25,0.63,0.07,0.35,0.58,Between 100 and 299,0.33
271341,0.07,0.11,0.82,0.10,0.13,0.77,0.12,0.06,0.82,0.05,0.23,0.72,0.79,0.21,0.12,0.23,0.65,0.07,0.37,0.56,Fewer than 100,0.14
271342,,,,,,,,,,,,,,,,,,,,,Not Available,
271343,0.04,0.13,0.83,0.07,0.19,0.74,0.02,0.22,0.76,0.07,0.40,0.53,0.88,0.12,0.09,0.28,0.63,0.05,0.30,0.65,Between 100 and 299,0.29
271344,0.07,0.19,0.74,0.06,0.21,0.73,0.06,0.30,0.64,0.07,0.22,0.71,0.78,0.22,0.11,0.28,0.61,0.03,0.30,0.67,Between 100 and 299,0.30
271345,,,,,,,,,,,,,,,,,,,,,Not Available,
271346,0.19,0.05,0.76,0.19,0.11,0.70,0.04,0.25,0.71,0.12,0.29,0.59,0.68,0.32,0.16,0.15,0.69,0.18,0.29,0.53,Fewer than 100,0.34
271347,0.03,0.16,0.81,0.04,0.27,0.69,0.08,0.24,0.68,0.12,0.29,0.59,0.85,0.15,0.07,0.25,0.68,0.04,0.29,0.67,Between 100 and 299,0.29
280003,0.01,0.17,0.82,0.05,0.26,0.69,0.03,0.25,0.72,0.05,0.31,0.64,0.91,0.09,0.04,0.17,0.79,0.01,0.17,0.82,300 or more,0.39
280009,0.03,0.16,0.81,0.08,0.29,0.63,0.05,0.26,0.69,0.06,0.32,0.62,0.87,0.13,0.05,0.20,0.75,0.03,0.18,0.79,300 or more,0.41
280013,0.04,0.18,0.78,0.09,0.30,0.61,0.06,0.26,0.68,0.12,0.33,0.55,0.87,0.13,0.07,0.22,0.71,0.03,0.20,0.77,300 or more,0.33
280020,0.03,0.18,0.79,0.08,0.31,0.61,0.05,0.25,0.70,0.08,0.32,0.60,0.90,0.10,0.06,0.20,0.74,0.03,0.19,0.78,300 or more,0.42
280023,0.02,0.16,0.82,0.05,0.26,0.69,0.04,0.26,0.70,0.05,0.33,0.62,0.89,0.11,0.05,0.17,0.78,0.01,0.21,0.78,300 or more,0.42
280030,0.02,0.18,0.80,0.11,0.30,0.59,0.04,0.24,0.72,0.12,0.34,0.54,0.86,0.14,0.07,0.22,0.71,0.04,0.23,0.73,300 or more,0.42
280032,0.03,0.15,0.82,0.10,0.27,0.63,0.06,0.30,0.64,0.07,0.29,0.64,0.88,0.12,0.08,0.22,0.70,0.03,0.25,0.72,300 or more,0.36
280040,0.02,0.18,0.80,0.06,0.32,0.62,0.04,0.25,0.71,0.09,0.32,0.59,0.88,0.12,0.06,0.19,0.75,0.04,0.19,0.77,300 or more,0.38
280060,0.02,0.14,0.84,0.07,0.27,0.66,0.04,0.21,0.75,0.06,0.32,0.62,0.92,0.08,0.05,0.18,0.77,0.03,0.17,0.80,300 or more,0.39
280061,0.03,0.19,0.78,0.06,0.32,0.62,0.06,0.25,0.69,0.08,0.39,0.53,0.87,0.13,0.08,0.25,0.67,0.04,0.30,0.66,300 or more,0.39
280065,0.04,0.18,0.78,0.12,0.29,0.59,0.08,0.29,0.63,0.14,0.41,0.45,0.88,0.12,0.08,0.36,0.56,0.05,0.37,0.58,300 or more,0.34
280077,0.04,0.17,0.79,0.06,0.26,0.68,0.05,0.25,0.70,0.14,0.33,0.53,0.88,0.12,0.09,0.21,0.70,0.05,0.29,0.66,300 or more,0.34
280081,0.02,0.16,0.82,0.07,0.29,0.64,0.05,0.20,0.75,0.09,0.32,0.59,0.89,0.11,0.04,0.18,0.78,0.02,0.19,0.79,300 or more,0.31
280105,0.01,0.13,0.86,0.03,0.23,0.74,0.03,0.20,0.77,0.04,0.28,0.68,0.91,0.09,0.03,0.15,0.82,0.02,0.16,0.82,300 or more,0.34
280111,0.02,0.17,0.81,0.05,0.25,0.70,0.05,0.25,0.70,0.09,0.34,0.57,0.89,0.11,0.07,0.18,0.75,0.05,0.26,0.69,300 or more,0.28
280125,0.01,0.14,0.85,0.08,0.28,0.64,0.03,0.24,0.73,0.06,0.23,0.71,0.92,0.08,0.04,0.18,0.78,0.03,0.22,0.75,300 or more,0.43
280127,0.02,0.13,0.85,0.02,0.10,0.88,0.04,0.20,0.76,0.04,0.18,0.78,0.94,0.06,0.02,0.14,0.84,0.01,0.13,0.86,300 or more,0.76
280128,0.03,0.18,0.79,0.03,0.17,0.80,0.05,0.24,0.71,0.11,0.34,0.55,0.88,0.12,0.04,0.15,0.81,0.02,0.12,0.86,300 or more,0.56
280129,0.02,0.13,0.85,0.03,0.16,0.81,0.05,0.19,0.76,0.01,0.17,0.82,0.95,0.05,0.03,0.07,0.90,0.01,0.08,0.91,300 or more,0.67
280130,0.02,0.15,0.83,0.06,0.29,0.65,0.05,0.23,0.72,0.07,0.31,0.62,0.89,0.11,0.06,0.18,0.76,0.04,0.17,0.79,300 or more,0.36
280131,0.03,0.09,0.88,0.02,0.05,0.93,0.04,0.13,0.83,0.01,0.09,0.90,0.90,0.10,0.02,0.05,0.93,0.01,0.06,0.93,300 or more,0.67
280132,0.03,0.14,0.83,0.09,0.24,0.67,0.04,0.24,0.72,0.06,0.23,0.71,0.86,0.14,0.04,0.18,0.78,0.03,0.16,0.81,300 or more,0.37
280133,0.02,0.16,0.82,0.03,0.22,0.75,0.04,0.25,0.71,0.02,0.23,0.75,0.92,0.08,0.05,0.11,0.84,0.02,0.10,0.88,300 or more,0.46
281300,,,,,,,,,,,,,,,,,,,,,Not Available,
281301,0.03,0.15,0.82,0.05,0.28,0.67,0.03,0.33,0.64,0.10,0.36,0.54,0.84,0.16,0.08,0.25,0.67,0.03,0.31,0.66,Fewer than 100,0.29
281302,,,,,,,,,,,,,,,,,,,,,Not Available,
281303,,,,,,,,,,,,,,,,,,,,,Not Available,
281304,,,,,,,,,,,,,,,,,,,,,Not Available,
281305,0.01,0.14,0.85,0.00,0.15,0.85,0.02,0.22,0.76,0.02,0.23,0.75,0.81,0.19,0.05,0.12,0.83,0.01,0.20,0.79,Fewer than 100,0.43
281306,,,,,,,,,,,,,,,,,,,,,Not Available,
281307,0.06,0.09,0.85,0.12,0.29,0.59,0.00,0.12,0.88,0.10,0.35,0.55,0.80,0.20,0.00,0.34,0.66,0.00,0.26,0.74,Fewer than 100,0.14
281308,,,,,,,,,,,,,,,,,,,,,Not Available,
281309,,,,,,,,,,,,,,,,,,,,,Not Available,
281310,,,,,,,,,,,,,,,,,,,,,Not Available,
281311,,,,,,,,,,,,,,,,,,,,,Not Available,
281312,,,,,,,,,,,,,,,,,,,,,Not Available,
281313,,,,,,,,,,,,,,,,,,,,,Not Available,
281314,,,,,,,,,,,,,,,,,,,,,Not Available,
281315,0.01,0.10,0.89,0.06,0.15,0.79,0.05,0.19,0.76,0.04,0.28,0.68,0.85,0.15,0.04,0.20,0.76,0.04,0.20,0.76,Between 100 and 299,0.36
281316,,,,,,,,,,,,,,,,,,,,,Not Available,
281317,,,,,,,,,,,,,,,,,,,,,Not Available,
281318,,,,,,,,,,,,,,,,,,,,,Not Available,
281319,,,,,,,,,,,,,,,,,,,,,Not Available,
281320,,,,,,,,,,,,,,,,,,,,,Not Available,
281321,,,,,,,,,,,,,,,,,,,,,Not Available,
281322,0.00,0.10,0.90,0.02,0.20,0.78,0.05,0.24,0.71,0.05,0.31,0.64,0.94,0.06,0.04,0.19,0.77,0.02,0.25,0.73,Between 100 and 299,0.40
281323,0.00,0.12,0.88,0.03,0.14,0.83,0.04,0.31,0.65,0.00,0.44,0.56,0.95,0.05,0.06,0.07,0.87,0.01,0.21,0.78,Fewer than 100,0.34
281324,0.01,0.24,0.75,0.05,0.21,0.74,0.02,0.22,0.76,0.10,0.22,0.68,0.84,0.16,0.03,0.27,0.70,0.03,0.30,0.67,Fewer than 100,0.31
281325,,,,,,,,,,,,,,,,,,,,,Not Available,
281326,,,,,,,,,,,,,,,,,,,,,Not Available,
281327,,,,,,,,,,,,,,,,,,,,,Not Available,
281328,,,,,,,,,,,,,,,,,,,,,Not Available,
281329,0.00,0.13,0.87,0.03,0.23,0.74,0.03,0.27,0.70,0.01,0.30,0.69,0.89,0.11,0.03,0.19,0.78,0.01,0.21,0.78,Between 100 and 299,0.42
281330,,,,,,,,,,,,,,,,,,,,,Not Available,
281331,0.00,0.07,0.93,0.01,0.11,0.88,0.03,0.17,0.80,0.00,0.31,0.69,0.76,0.24,0.02,0.20,0.78,0.01,0.12,0.87,Fewer than 100,0.22
281332,,,,,,,,,,,,,,,,,,,,,Not Available,
281333,,,,,,,,,,,,,,,,,,,,,Not Available,
281334,,,,,,,,,,,,,,,,,,,,,Not Available,
281335,,,,,,,,,,,,,,,,,,,,,Not Available,
281336,,,,,,,,,,,,,,,,,,,,,Not Available,
281338,0.00,0.07,0.93,0.02,0.17,0.81,0.00,0.17,0.83,0.03,0.14,0.83,0.95,0.05,0.00,0.14,0.86,0.00,0.10,0.90,Fewer than 100,0.29
281339,,,,,,,,,,,,,,,,,,,,,Not Available,
281340,,,,,,,,,,,,,,,,,,,,,Not Available,
281341,0.03,0.15,0.82,0.08,0.28,0.64,0.06,0.29,0.65,0.03,0.28,0.69,0.77,0.23,0.08,0.27,0.65,0.03,0.31,0.66,Between 100 and 299,0.35
281342,,,,,,,,,,,,,,,,,,,,,Not Available,
281343,0.04,0.08,0.88,0.03,0.12,0.85,0.05,0.32,0.63,0.05,0.28,0.67,0.74,0.26,0.12,0.14,0.74,0.01,0.24,0.75,Fewer than 100,0.41
281344,0.02,0.16,0.82,0.06,0.25,0.69,0.08,0.24,0.68,0.07,0.27,0.66,0.90,0.10,0.04,0.23,0.73,0.02,0.30,0.68,Between 100 and 299,0.30
281345,,,,,,,,,,,,,,,,,,,,,Not Available,
281346,,,,,,,,,,,,,,,,,,,,,Not Available,
281347,0.00,0.09,0.91,0.01,0.09,0.90,0.05,0.21,0.74,0.04,0.23,0.73,0.76,0.24,0.01,0.24,0.75,0.02,0.18,0.80,Fewer than 100,0.43
281348,0.01,0.07,0.92,0.04,0.29,0.67,0.05,0.26,0.69,0.10,0.24,0.66,0.80,0.20,0.02,0.19,0.79,0.03,0.17,0.80,Between 100 and 299,0.46
281349,0.01,0.10,0.89,0.02,0.20,0.78,0.02,0.22,0.76,0.05,0.26,0.69,0.85,0.15,0.04,0.15,0.81,0.03,0.12,0.85,Between 100 and 299,0.45
281350,,,,,,,,,,,,,,,,,,,,,Not Available,
281351,,,,,,,,,,,,,,,,,,,,,Not Available,
281352,,,,,,,,,,,,,,,,,,,,,Not Available,
281353,,,,,,,,,,,,,,,,,,,,,Not Available,
281354,0.01,0.14,0.85,0.03,0.25,0.72,0.05,0.20,0.75,0.06,0.24,0.70,0.89,0.11,0.05,0.19,0.76,0.01,0.19,0.80,Fewer than 100,0.34
281355,0.02,0.08,0.90,0.04,0.19,0.77,0.05,0.17,0.78,0.08,0.27,0.65,0.85,0.15,0.04,0.19,0.77,0.02,0.27,0.71,Between 100 and 299,0.38
281356,0.03,0.06,0.91,0.04,0.19,0.77,0.05,0.26,0.69,0.11,0.30,0.59,0.76,0.24,0.07,0.13,0.80,0.04,0.11,0.85,Fewer than 100,0.34
281357,0.02,0.15,0.83,0.03,0.23,0.74,0.08,0.23,0.69,0.10,0.29,0.61,0.87,0.13,0.07,0.26,0.67,0.04,0.29,0.67,Between 100 and 299,0.37
281358,0.04,0.12,0.84,0.07,0.09,0.84,0.03,0.17,0.80,0.06,0.22,0.72,0.78,0.22,0.05,0.16,0.79,0.04,0.20,0.76,Fewer than 100,0.32
281359,0.01,0.08,0.91,0.01,0.22,0.77,0.02,0.17,0.81,0.04,0.25,0.71,0.94,0.06,0.01,0.20,0.79,0.01,0.25,0.74,Fewer than 100,0.33
281360,0.03,0.16,0.81,0.04,0.19,0.77,0.07,0.24,0.69,0.12,0.39,0.49,0.86,0.14,0.09,0.20,0.71,0.04,0.32,0.64,Between 100 and 299,0.36
281361,0.02,0.11,0.87,0.07,0.20,0.73,0.05,0.17,0.78,0.07,0.33,0.60,0.89,0.11,0.09,0.17,0.74,0.02,0.21,0.77,Between 100 and 299,0.32
281362,0.02,0.13,0.85,0.05,0.29,0.66,0.05,0.26,0.69,0.07,0.36,0.57,0.87,0.13,0.06,0.14,0.80,0.01,0.19,0.80,Between 100 and 299,0.36
281363,0.05,0.13,0.82,0.02,0.21,0.77,0.09,0.22,0.69,0.03,0.25,0.72,0.85,0.15,0.06,0.24,0.70,0.02,0.29,0.69,Between 100 and 299,0.37
